ticker,sample,split,timestamp,value,text,news_price_correlation,published_utc,article_url
PLUG,550,input,2021-10-22 17:00:00,32.323,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-22 18:00:00,32.325,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-22 19:00:00,32.42,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 13:30:00,33.1372,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 14:30:00,33.97,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 15:30:00,33.93,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 16:30:00,34.225,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 17:30:00,34.341,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 18:30:00,34.58,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-25 19:30:00,34.98,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
PLUG,550,input,2021-10-26 14:00:00,34.6,"Title: Plug Power Up Almost 10% As Option Traders Gorge On Calls 
 Content: ['Plug Power Inc PLUG is up almost 10% the\xa0day after Morgan Stanley analyst Stephen Byrd maintained an Overweight\xa0rating on the stock and raised his price target from $43 to 65, which is just below the all-time high of\xa0around $75 printed in late January 2021.', ""What Happened:\xa0Friday's trading volume has been strong with more than\xa023 million shares traded\xa0versus its 10 day average of 24 million shares, which it should eclipse by market close."", 'What is more impressive is the large number of option contracts traded on the day which just passed 200,000 as of this writing (image below).', 'SEE ALSO: Why Plug Power Shares Are Rising', 'Why It Matters: Of the approximately 200,000 options traded Friday, more than\xa0164,000 of them were calls and 35,000 puts which means 82 out of every 100 contracts traded on the day were calls. This is an incredibly high ratio of calls to puts and suggests option traders are heavily bullish on the stock.', 'The largest volume of calls traded\xa0is at the $45 strike (~25,000 options), hence it\'s probable this large concentration of options at this strike could ""pin""\xa0the market around these prices into the close.', ""What's Next: Looking forward over the next four expiries, the largest by volume is the Nov. 26 expiry with a solid concentration of volume and open interest between the $42 and $46 strikes, and then lesser interest until the $50 strike (image below).\r\n\xa0"", ""This suggests option traders see a range of support between the $42 and $46 strikes while some have a 'moonshot' target of $50 for next week. Meanwhile, should the stock break below the $42 strike, there is a decent amount of interest between $35 and $40 which may contain any pullbacks next week."", 'Photo: Freestocks via Unsplash', '© 2023 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.']",Strong Positive Correlation,2021-11-19T20:59:46Z,https://www.benzinga.com/news/21/11/24202262/plug-power-up-almost-10-as-option-traders-gorge-on-calls
